,degree_centrality,in_degree_centrality,out_degree_centrality,betweeness_centrality,page_rank
1465639310615465989,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
840711344877948928,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1497405157792833546,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2965309246,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
2897187591,0.010256410256410256,0.0,0.010256410256410256,0.0,0.0020038479311151507
1362982010,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1202172930916007936,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1353234528,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
34612477,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2755999198,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
114853604,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1140845324,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1415753968957931523,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
304231512,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
302940228,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1376731730539905026,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1385629321746911239,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
883959812417040384,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
158525553,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
55063690,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1867876160,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
956434743775473664,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
754765,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1496567547419930631,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
758153393164673026,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
194079073,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
380441338,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1346118405963841538,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1438303790013243393,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
90188586,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1268855608318611458,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1424159699608342529,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
635666710,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1160235348917727237,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
505536532,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1483761582937194497,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1428766609661911046,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1445098592058986499,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1489552354026291203,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1482989401,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
428486033,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1457966083856498695,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
934981002321113088,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1481496461779025923,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1574046763,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1421104762511142918,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1570375051,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1192482893550895104,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3310530601,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3535034658,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1418090096515899394,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3374520975,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1215141005701394432,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1500148033329184772,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1357866361205129218,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1220312245248385024,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
25110386,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2859544853,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
539951510,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
3359909739,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2745140221,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1466521194602000385,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1249390595195486216,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
902297563,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
722336274623959040,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1231923297161400325,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1240036949743853569,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1225026117159084034,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1382746805327237124,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
2191955978,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1364723268591243265,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1008897586130874369,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1072582200892289030,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1391087812712206339,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1466569799497048066,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1162898257585946625,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1314195873803501568,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1496598990913220609,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
366063241,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1275507336405291012,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1408051027748786176,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1410921455135514626,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
1389119677113126915,0.005128205128205128,0.0,0.005128205128205128,0.0,0.0020038479311151507
